project_id,parcel_id,project_name,project_type,state,district,land_area_acres,affected_families,ownership_complexity,documentation_completeness,legal_dispute,compensation_status,compensation_pending_days,notification_status,approval_status,approval_processing_days,rehabilitation_progress,possession_status,stakeholder_responsiveness,administrative_processing_days,historical_delay_rate,planned_completion_date,actual_completion_date,delay_days,delay_status,latitude,longitude,geom_wkt,legal_dispute_bool
PRJ-1128,PCL-10075,Gujarat Green Express Corridor Phase 2,Highway / Expressway,Gujarat,Rajkot,70.78,109,Very High,0.23,1,Pending Disbursal,338,Award Declared (Sec 23),Pending Environmental Clearance,180,0.94,Initial Stage (<30%),Low / Resistant,163,0.235,2025-04-05,,434,1,22.879188,72.57954,SRID=4326;POINT(72.57954 22.879188),True
PRJ-1164,PCL-10076,Karnal Metro Rail Extension Corridor 4,Urban Metro / Transit,Haryana,Karnal,38.35,144,Low,0.96,0,Fully Disbursed,0,Notification Pending,Resubmission Required,143,0.87,Contested / Encroached,Moderate,30,0.807,2024-09-29,2025-02-05,129,1,29.483079,75.605677,SRID=4326;POINT(75.605677 29.483079),False
PRJ-1124,PCL-10077,Industrial Rail Siding Network 2,Railway & Freight Corridor,Haryana,Panipat,20.4,52,Low,0.83,1,Disputed in Escrow,588,Possession Taken (Sec 38),Approved,107,0.72,Contested / Encroached,Hostile / Legal Injunction,381,0.752,2026-09-30,,499,1,28.689665,77.100942,SRID=4326;POINT(77.100942 28.689665),True
PRJ-1163,PCL-10078,Uttar Pradesh Integrated Industrial Township 3,Industrial Corridor / SEZ,Uttar Pradesh,Agra,38.39,60,Low,0.49,0,Partially Disbursed,174,Declaration Published (Sec 19),Conditional Clearance,189,0.72,Partial Possession (30-70%),Moderate,167,0.543,2026-04-29,2026-06-04,36,0,27.791115,81.817183,SRID=4326;POINT(81.817183 27.791115),False
PRJ-1090,PCL-10079,Haryana Dedicated High-Speed Rail Segment 5,Railway & Freight Corridor,Haryana,Gurugram,47.69,62,Low,0.5,1,Disputed in Escrow,283,Declaration Published (Sec 19),Approved,15,0.82,Substantial Possession (>70%),Moderate,191,0.56,2023-10-27,2024-09-08,317,1,29.227047,75.721489,SRID=4326;POINT(75.721489 29.227047),True
PRJ-1166,PCL-10080,Uttar Pradesh Green Express Corridor Phase 3,Highway / Expressway,Uttar Pradesh,Varanasi,63.6,108,Low,0.52,0,Fully Disbursed,0,Preliminary Notification (Sec 11),Approved,52,0.4,Initial Stage (<30%),High / Cooperative,202,0.215,2025-08-06,,36,0,25.25249,78.847645,SRID=4326;POINT(78.847645 25.25249),False
PRJ-1155,PCL-10081,Andhra Pradesh Inter-River Linking Canal Sector 5,Irrigation / Water Canal,Andhra Pradesh,Guntur,89.18,145,Medium,0.5,0,Fully Disbursed,0,Notification Pending,Under Scrutiny,176,0.78,Initial Stage (<30%),Moderate,192,0.752,2022-06-15,2022-06-28,13,0,15.469454,82.831717,SRID=4326;POINT(82.831717 15.469454),False
PRJ-1115,PCL-10082,Wind-Solar Hybrid Energy Grid 4,Renewable / Solar Park,Madhya Pradesh,Jabalpur,53.03,74,Medium,0.82,0,Fully Disbursed,0,Notification Pending,Approved,73,0.68,Contested / Encroached,High / Cooperative,31,0.446,2023-05-31,2023-07-13,43,0,24.978339,80.262507,SRID=4326;POINT(80.262507 24.978339),False
PRJ-1017,PCL-10083,Madurai Metro Rail Extension Corridor 2,Urban Metro / Transit,Tamil Nadu,Madurai,10.65,26,Medium,0.33,1,Pending Disbursal,259,Preliminary Notification (Sec 11),Approved,125,0.65,Contested / Encroached,Low / Resistant,276,0.144,2025-03-21,2026-03-20,364,1,10.169078,78.036472,SRID=4326;POINT(78.036472 10.169078),True
PRJ-1046,PCL-10084,Maharashtra Dedicated High-Speed Rail Segment 4,Railway & Freight Corridor,Maharashtra,Nashik,33.03,52,Low,0.52,0,Partially Disbursed,119,Award Declared (Sec 23),Conditional Clearance,146,0.55,Partial Possession (30-70%),High / Cooperative,259,0.576,2024-05-01,2024-12-10,223,1,20.432819,77.338157,SRID=4326;POINT(77.338157 20.432819),False
PRJ-1225,PCL-10085,Sundargarh Greenfield International Airport Phase 3,Airport Infrastructure,Odisha,Sundargarh,27.63,102,Medium,0.51,0,Fully Disbursed,0,Possession Taken (Sec 38),Conditional Clearance,79,0.66,Substantial Possession (>70%),High / Cooperative,253,0.504,2024-10-04,,1,0,21.45472,86.666575,SRID=4326;POINT(86.666575 21.45472),False
PRJ-1232,PCL-10086,Maharashtra Inter-River Linking Canal Sector 4,Irrigation / Water Canal,Maharashtra,Nagpur,5.0,5,Low,0.74,1,Partially Disbursed,126,Declaration Published (Sec 19),Conditional Clearance,145,0.51,Initial Stage (<30%),Low / Resistant,191,0.481,2026-08-29,,337,1,18.263757,78.46288,SRID=4326;POINT(78.46288 18.263757),True
PRJ-1248,PCL-10087,Command Area Distribution Network 1,Irrigation / Water Canal,Karnataka,Kalaburagi,109.31,164,High,0.82,1,Pending Disbursal,187,Possession Taken (Sec 38),Under Scrutiny,170,0.43,Contested / Encroached,Moderate,277,0.08,2026-04-12,2027-02-22,316,1,16.002073,75.930235,SRID=4326;POINT(75.930235 16.002073),True
PRJ-1145,PCL-10088,Urban Flyover & Transit Hub 4,Urban Metro / Transit,Tamil Nadu,Tiruchirappalli,11.19,32,Medium,0.83,1,Fully Disbursed,0,Preliminary Notification (Sec 11),Approved,15,0.65,Initial Stage (<30%),High / Cooperative,222,0.303,2024-06-07,2024-07-03,26,0,10.561162,77.347339,SRID=4326;POINT(77.347339 10.561162),True
PRJ-1103,PCL-10089,Command Area Distribution Network 4,Irrigation / Water Canal,Madhya Pradesh,Bhopal,14.05,2,Very High,0.63,1,Disputed in Escrow,421,Possession Taken (Sec 38),Pending Environmental Clearance,204,0.64,Partial Possession (30-70%),Low / Resistant,220,0.293,2023-04-22,2024-11-06,564,1,22.476742,76.374499,SRID=4326;POINT(76.374499 22.476742),True
PRJ-1199,PCL-10090,Belagavi Ultra Mega Solar Park Unit 3,Renewable / Solar Park,Karnataka,Belagavi,27.06,28,Medium,0.53,0,Fully Disbursed,0,Award Declared (Sec 23),Under Scrutiny,132,0.93,Full Possession,High / Cooperative,227,0.438,2023-07-28,2023-09-12,46,0,13.455918,77.383577,SRID=4326;POINT(77.383577 13.455918),False
PRJ-1050,PCL-10091,Tamil Nadu Inter-River Linking Canal Sector 1,Irrigation / Water Canal,Tamil Nadu,Kanchipuram,23.15,42,Very High,0.59,1,Disputed in Escrow,599,Notification Pending,Approved,28,0.38,Initial Stage (<30%),Low / Resistant,212,0.225,2023-08-24,2025-01-29,524,1,9.841405,78.115753,SRID=4326;POINT(78.115753 9.841405),True
PRJ-1244,PCL-10092,Aviation Logistics Runway Package 3,Airport Infrastructure,Karnataka,Mysuru,47.56,128,Medium,0.89,1,Pending Disbursal,354,Notification Pending,Under Scrutiny,157,0.5,Initial Stage (<30%),Low / Resistant,235,0.215,2025-11-23,2027-01-18,421,1,15.3563,75.304054,SRID=4326;POINT(75.304054 15.3563),True
PRJ-1089,PCL-10093,NH-34 Four-Laning Bypass Section 4,Highway / Expressway,Andhra Pradesh,Krishna,94.98,88,Low,0.55,1,Disputed in Escrow,283,Declaration Published (Sec 19),Conditional Clearance,135,0.7,Partial Possession (30-70%),High / Cooperative,313,0.326,2022-09-29,2023-09-24,360,1,18.225871,78.869107,SRID=4326;POINT(78.869107 18.225871),True
PRJ-1035,PCL-10094,Uttar Pradesh Inter-River Linking Canal Sector 4,Irrigation / Water Canal,Uttar Pradesh,Prayagraj,23.45,35,High,0.66,0,Fully Disbursed,0,Notification Pending,Under Scrutiny,184,0.78,Partial Possession (30-70%),Low / Resistant,220,0.348,2023-10-13,2024-07-19,280,1,25.345893,81.054367,SRID=4326;POINT(81.054367 25.345893),False
PRJ-1077,PCL-10095,Industrial Rail Siding Network 5,Railway & Freight Corridor,Uttar Pradesh,Kanpur,43.84,76,High,0.62,1,Partially Disbursed,103,Notification Pending,Pending Environmental Clearance,145,0.77,Contested / Encroached,Hostile / Legal Injunction,202,0.312,2027-04-12,2028-07-23,468,1,25.553879,81.224844,SRID=4326;POINT(81.224844 25.553879),True
PRJ-1243,PCL-10096,NH-64 Four-Laning Bypass Section 1,Highway / Expressway,Uttar Pradesh,Noida,23.38,25,Medium,0.69,1,Disputed in Escrow,349,Declaration Published (Sec 19),Approved,19,0.44,Initial Stage (<30%),Moderate,49,0.615,2027-03-14,2027-12-13,274,1,25.177383,79.537236,SRID=4326;POINT(79.537236 25.177383),True
PRJ-1173,PCL-10097,Urban Flyover & Transit Hub 5,Urban Metro / Transit,Rajasthan,Kota,61.77,147,Medium,0.47,0,Pending Disbursal,158,Award Declared (Sec 23),Resubmission Required,153,0.51,Substantial Possession (>70%),Moderate,308,0.654,2025-07-10,2026-06-18,343,1,27.646498,72.838024,SRID=4326;POINT(72.838024 27.646498),False
PRJ-1214,PCL-10098,Western Freight Corridor Spur Line 1,Railway & Freight Corridor,Haryana,Gurugram,40.94,56,High,0.42,1,Pending Disbursal,281,Preliminary Notification (Sec 11),Under Scrutiny,105,0.5,Substantial Possession (>70%),Moderate,127,0.659,2026-11-04,2028-01-05,427,1,29.50195,75.719645,SRID=4326;POINT(75.719645 29.50195),True
PRJ-1070,PCL-10099,Command Area Distribution Network 1,Irrigation / Water Canal,Rajasthan,Jaipur,5.0,10,Low,0.72,1,Partially Disbursed,38,Possession Taken (Sec 38),Approved,36,0.54,Partial Possession (30-70%),Low / Resistant,274,0.729,2025-08-31,2026-07-31,334,1,27.484272,74.143289,SRID=4326;POINT(74.143289 27.484272),True
PRJ-1238,PCL-10100,Western Freight Corridor Spur Line 2,Railway & Freight Corridor,Andhra Pradesh,Nellore,78.85,60,Low,0.85,0,Fully Disbursed,0,Possession Taken (Sec 38),Under Scrutiny,226,0.65,Full Possession,High / Cooperative,154,0.379,2026-02-25,2026-02-25,0,0,16.272556,81.163508,SRID=4326;POINT(81.163508 16.272556),False
PRJ-1047,PCL-10101,Karnataka Clean Energy Hub Sector 1,Renewable / Solar Park,Karnataka,Dharwad,41.01,39,Medium,0.37,1,Pending Disbursal,195,Award Declared (Sec 23),Under Scrutiny,185,0.71,Initial Stage (<30%),Hostile / Legal Injunction,192,0.331,2025-12-30,2027-03-24,449,1,13.94684,75.78701,SRID=4326;POINT(75.78701 13.94684),True
PRJ-1005,PCL-10102,Ahmedabad Multi-Modal Logistics Park 3,Industrial Corridor / SEZ,Gujarat,Ahmedabad,35.22,29,High,0.45,0,Pending Disbursal,230,Possession Taken (Sec 38),Pending Environmental Clearance,125,0.63,Contested / Encroached,Moderate,146,0.553,2025-05-08,,287,1,22.424882,69.632182,SRID=4326;POINT(69.632182 22.424882),False
PRJ-1155,PCL-10103,Andhra Pradesh Inter-River Linking Canal Sector 5,Irrigation / Water Canal,Andhra Pradesh,Guntur,29.88,20,Low,0.64,0,Pending Disbursal,281,Notification Pending,Under Scrutiny,221,0.28,Initial Stage (<30%),Moderate,328,0.703,2022-06-15,2023-04-28,317,1,17.029663,82.089123,SRID=4326;POINT(82.089123 17.029663),False
PRJ-1056,PCL-10104,Coimbatore Greenfield International Airport Phase 2,Airport Infrastructure,Tamil Nadu,Coimbatore,40.78,90,Low,0.95,0,Pending Disbursal,242,Declaration Published (Sec 19),Approved,15,0.73,Contested / Encroached,High / Cooperative,173,0.709,2024-01-01,2024-02-22,52,0,11.187911,78.092479,SRID=4326;POINT(78.092479 11.187911),False
PRJ-1207,PCL-10105,DMIC Special Investment Region Node 3,Industrial Corridor / SEZ,Madhya Pradesh,Gwalior,21.12,32,Medium,0.66,1,Pending Disbursal,288,Preliminary Notification (Sec 11),Under Scrutiny,166,0.53,Contested / Encroached,Hostile / Legal Injunction,172,0.297,2022-08-02,2023-11-17,472,1,24.956333,79.406837,SRID=4326;POINT(79.406837 24.956333),True
PRJ-1176,PCL-10106,Wind-Solar Hybrid Energy Grid 4,Renewable / Solar Park,Uttar Pradesh,Noida,24.63,31,High,0.84,1,Pending Disbursal,177,Notification Pending,Approved,15,0.39,Substantial Possession (>70%),Hostile / Legal Injunction,231,0.68,2023-06-07,2024-08-08,428,1,27.52027,79.250761,SRID=4326;POINT(79.250761 27.52027),True
PRJ-1133,PCL-10107,Urban Flyover & Transit Hub 2,Urban Metro / Transit,Madhya Pradesh,Jabalpur,17.63,66,High,0.77,1,Partially Disbursed,87,Award Declared (Sec 23),Approved,15,0.39,Contested / Encroached,Hostile / Legal Injunction,376,0.096,2023-10-11,2024-10-14,369,1,25.240821,78.627803,SRID=4326;POINT(78.627803 25.240821),True
PRJ-1151,PCL-10108,Wind-Solar Hybrid Energy Grid 3,Renewable / Solar Park,Karnataka,Bengaluru Rural,32.33,19,Medium,0.49,0,Partially Disbursed,79,Notification Pending,Approved,56,0.36,Partial Possession (30-70%),Moderate,199,0.276,2025-12-20,2026-06-01,163,1,14.822427,74.926901,SRID=4326;POINT(74.926901 14.822427),False
PRJ-1078,PCL-10109,Salem Greenfield International Airport Phase 1,Airport Infrastructure,Tamil Nadu,Salem,45.26,120,Medium,0.89,1,Pending Disbursal,182,Preliminary Notification (Sec 11),Under Scrutiny,197,0.46,Initial Stage (<30%),Low / Resistant,217,0.656,2026-08-13,2027-10-18,431,1,10.017042,77.670919,SRID=4326;POINT(77.670919 10.017042),True
PRJ-1003,PCL-10110,Gurugram Metro Rail Extension Corridor 5,Urban Metro / Transit,Haryana,Gurugram,29.72,117,Medium,0.85,0,Partially Disbursed,63,Notification Pending,Approved,15,0.79,Substantial Possession (>70%),High / Cooperative,164,0.694,2024-05-29,2024-07-03,35,0,29.134928,75.947826,SRID=4326;POINT(75.947826 29.134928),False
PRJ-1245,PCL-10111,Haryana Dedicated High-Speed Rail Segment 5,Railway & Freight Corridor,Haryana,Faridabad,58.71,57,Medium,0.47,0,Pending Disbursal,187,Preliminary Notification (Sec 11),Under Scrutiny,84,0.47,Substantial Possession (>70%),High / Cooperative,183,0.525,2024-03-02,2024-10-09,221,1,28.969959,75.621678,SRID=4326;POINT(75.621678 28.969959),False
PRJ-1177,PCL-10112,Command Area Distribution Network 5,Irrigation / Water Canal,Andhra Pradesh,Krishna,22.86,28,Low,0.82,1,Disputed in Escrow,413,Notification Pending,Under Scrutiny,124,0.46,Partial Possession (30-70%),High / Cooperative,79,0.494,2025-09-30,2026-07-08,281,1,15.423206,78.55327,SRID=4326;POINT(78.55327 15.423206),True
PRJ-1176,PCL-10113,Wind-Solar Hybrid Energy Grid 4,Renewable / Solar Park,Uttar Pradesh,Noida,33.73,42,Low,0.79,0,Fully Disbursed,0,Declaration Published (Sec 19),Conditional Clearance,170,0.37,Full Possession,Low / Resistant,207,0.519,2023-06-07,2023-06-18,11,0,28.436872,80.696965,SRID=4326;POINT(80.696965 28.436872),False
PRJ-1259,PCL-10114,Visakhapatnam Metro Rail Extension Corridor 1,Urban Metro / Transit,Andhra Pradesh,Visakhapatnam,23.87,74,Low,0.82,1,Pending Disbursal,114,Notification Pending,Resubmission Required,96,0.32,Initial Stage (<30%),Low / Resistant,153,0.544,2024-03-19,2025-03-16,362,1,14.793533,79.846298,SRID=4326;POINT(79.846298 14.793533),True
PRJ-1011,PCL-10115,Urban Flyover & Transit Hub 3,Urban Metro / Transit,Gujarat,Surat,45.26,122,Low,0.82,0,Fully Disbursed,0,Preliminary Notification (Sec 11),Approved,94,0.59,Partial Possession (30-70%),High / Cooperative,262,0.499,2026-11-02,2026-11-24,22,0,21.189882,69.559475,SRID=4326;POINT(69.559475 21.189882),False
PRJ-1071,PCL-10116,Maharashtra Dedicated High-Speed Rail Segment 1,Railway & Freight Corridor,Maharashtra,Pune,23.1,30,Medium,0.92,0,Partially Disbursed,81,Award Declared (Sec 23),Conditional Clearance,174,0.46,Contested / Encroached,High / Cooperative,241,0.262,2024-08-01,2024-09-11,41,0,19.264595,78.80118,SRID=4326;POINT(78.80118 19.264595),False
PRJ-1210,PCL-10117,Aviation Logistics Runway Package 3,Airport Infrastructure,Rajasthan,Jaipur,44.75,121,Low,0.44,1,Fully Disbursed,0,Preliminary Notification (Sec 11),Pending Environmental Clearance,143,0.76,Contested / Encroached,Hostile / Legal Injunction,190,0.224,2023-07-12,2024-02-24,227,1,25.349545,71.282494,SRID=4326;POINT(71.282494 25.349545),True
PRJ-1077,PCL-10118,Industrial Rail Siding Network 5,Railway & Freight Corridor,Uttar Pradesh,Kanpur,28.42,40,Medium,0.71,0,Partially Disbursed,105,Award Declared (Sec 23),Under Scrutiny,167,0.64,Full Possession,Low / Resistant,226,0.3,2027-04-12,,316,1,28.278116,82.259442,SRID=4326;POINT(82.259442 28.278116),False
PRJ-1149,PCL-10119,Wind-Solar Hybrid Energy Grid 1,Renewable / Solar Park,Madhya Pradesh,Ujjain,12.29,3,Low,0.72,0,Fully Disbursed,0,Declaration Published (Sec 19),Under Scrutiny,116,0.85,Full Possession,Low / Resistant,211,0.416,2026-01-31,2026-05-30,119,1,23.634945,79.381306,SRID=4326;POINT(79.381306 23.634945),False
PRJ-1138,PCL-10120,Gurugram Ultra Mega Solar Park Unit 2,Renewable / Solar Park,Haryana,Gurugram,20.22,32,Low,0.62,0,Fully Disbursed,0,Possession Taken (Sec 38),Under Scrutiny,117,0.44,Substantial Possession (>70%),High / Cooperative,53,0.77,2026-01-08,2026-02-05,28,0,30.158341,75.726607,SRID=4326;POINT(75.726607 30.158341),False
PRJ-1086,PCL-10121,Suburban Commuter Rapid Transit Line 1,Urban Metro / Transit,Haryana,Hisar,16.98,44,High,0.48,0,Partially Disbursed,175,Possession Taken (Sec 38),Approved,106,0.41,Substantial Possession (>70%),Moderate,173,0.439,2024-10-11,,230,1,28.321336,76.872723,SRID=4326;POINT(76.872723 28.321336),False
PRJ-1067,PCL-10122,Sundargarh Cargo Terminal Expansion 2,Airport Infrastructure,Odisha,Sundargarh,47.93,207,High,0.52,0,Fully Disbursed,0,Notification Pending,Conditional Clearance,124,0.8,Substantial Possession (>70%),High / Cooperative,280,0.424,2024-02-16,2024-03-21,34,0,20.806007,85.367931,SRID=4326;POINT(85.367931 20.806007),False
PRJ-1174,PCL-10123,Command Area Distribution Network 1,Irrigation / Water Canal,Odisha,Angul,108.56,163,High,0.68,1,Disputed in Escrow,508,Possession Taken (Sec 38),Approved,55,0.54,Contested / Encroached,Low / Resistant,179,0.182,2023-12-27,2025-03-30,459,1,20.899659,85.908252,SRID=4326;POINT(85.908252 20.899659),True
PRJ-1028,PCL-10124,Command Area Distribution Network 1,Irrigation / Water Canal,Gujarat,Ahmedabad,28.65,32,Medium,0.79,0,Partially Disbursed,112,Declaration Published (Sec 19),Approved,15,0.8,Full Possession,High / Cooperative,159,0.311,2024-07-23,2024-07-28,5,0,21.08377,73.161234,SRID=4326;POINT(73.161234 21.08377),False
PRJ-1194,PCL-10125,NH-25 Four-Laning Bypass Section 4,Highway / Expressway,Madhya Pradesh,Ujjain,23.91,35,High,0.64,0,Fully Disbursed,0,Preliminary Notification (Sec 11),Resubmission Required,186,0.36,Partial Possession (30-70%),Moderate,103,0.619,2025-06-25,2026-04-21,300,1,23.824419,76.554,SRID=4326;POINT(76.554 23.824419),False
PRJ-1019,PCL-10126,Karnataka Green Express Corridor Phase 4,Highway / Expressway,Karnataka,Kalaburagi,23.65,2,Medium,0.8,0,Partially Disbursed,82,Possession Taken (Sec 38),Resubmission Required,78,0.53,Substantial Possession (>70%),Moderate,30,0.682,2024-07-20,2024-10-21,93,1,15.279942,74.550543,SRID=4326;POINT(74.550543 15.279942),False
PRJ-1115,PCL-10127,Wind-Solar Hybrid Energy Grid 4,Renewable / Solar Park,Madhya Pradesh,Jabalpur,57.03,86,Medium,0.71,0,Partially Disbursed,54,Declaration Published (Sec 19),Approved,34,0.31,Substantial Possession (>70%),Moderate,217,0.71,2023-05-31,2023-10-31,153,1,25.764997,77.174625,SRID=4326;POINT(77.174625 25.764997),False
PRJ-1150,PCL-10128,Suburban Commuter Rapid Transit Line 3,Urban Metro / Transit,Maharashtra,Thane,50.3,91,High,0.95,0,Partially Disbursed,134,Preliminary Notification (Sec 11),Approved,69,0.41,Full Possession,Low / Resistant,294,0.529,2024-07-27,2025-06-20,328,1,19.638303,75.442898,SRID=4326;POINT(75.442898 19.638303),False
PRJ-1202,PCL-10129,Andhra Pradesh Clean Energy Hub Sector 5,Renewable / Solar Park,Andhra Pradesh,Guntur,56.42,54,Low,0.85,1,Pending Disbursal,153,Possession Taken (Sec 38),Under Scrutiny,176,0.49,Initial Stage (<30%),Moderate,185,0.391,2024-12-08,2025-07-01,205,1,14.998594,82.090315,SRID=4326;POINT(82.090315 14.998594),True
PRJ-1003,PCL-10130,Gurugram Metro Rail Extension Corridor 5,Urban Metro / Transit,Haryana,Gurugram,24.89,110,High,0.52,1,Disputed in Escrow,270,Notification Pending,Approved,25,0.4,Contested / Encroached,Low / Resistant,278,0.397,2024-05-29,2025-07-30,427,1,29.322874,75.642286,SRID=4326;POINT(75.642286 29.322874),True
PRJ-1165,PCL-10131,Kutch Lift Irrigation Main Canal Reach 5,Irrigation / Water Canal,Gujarat,Kutch,87.32,172,Very High,0.65,1,Disputed in Escrow,330,Possession Taken (Sec 38),Conditional Clearance,211,0.82,Substantial Possession (>70%),Low / Resistant,196,0.445,2025-04-02,2026-07-20,474,1,22.511919,70.742516,SRID=4326;POINT(70.742516 22.511919),True
PRJ-1154,PCL-10132,Command Area Distribution Network 2,Irrigation / Water Canal,Maharashtra,Pune,49.47,62,Medium,0.64,0,Fully Disbursed,0,Award Declared (Sec 23),Under Scrutiny,151,0.28,Initial Stage (<30%),Moderate,157,0.411,2026-01-19,2026-04-28,99,1,20.494916,76.555958,SRID=4326;POINT(76.555958 20.494916),False
PRJ-1092,PCL-10133,Wind-Solar Hybrid Energy Grid 5,Renewable / Solar Park,Haryana,Karnal,10.0,5,Low,0.9,0,Partially Disbursed,136,Notification Pending,Approved,34,0.6,Partial Possession (30-70%),High / Cooperative,278,0.443,2022-11-23,2023-01-03,41,0,29.259344,76.869193,SRID=4326;POINT(76.869193 29.259344),False
PRJ-1055,PCL-10134,Jodhpur Lift Irrigation Main Canal Reach 3,Irrigation / Water Canal,Rajasthan,Jodhpur,113.33,166,Medium,0.65,1,Pending Disbursal,218,Declaration Published (Sec 19),Conditional Clearance,88,0.68,Initial Stage (<30%),Moderate,252,0.583,2024-10-24,2025-08-27,307,1,24.161197,71.907428,SRID=4326;POINT(71.907428 24.161197),True
PRJ-1017,PCL-10135,Madurai Metro Rail Extension Corridor 2,Urban Metro / Transit,Tamil Nadu,Madurai,32.5,103,Medium,0.79,0,Partially Disbursed,129,Declaration Published (Sec 19),Under Scrutiny,205,0.29,Partial Possession (30-70%),Moderate,235,0.595,2025-03-21,2025-10-14,207,1,10.76952,78.453043,SRID=4326;POINT(78.453043 10.76952),False
PRJ-1025,PCL-10136,Odisha Green Express Corridor Phase 4,Highway / Expressway,Odisha,Sundargarh,19.06,29,Very High,0.37,1,Fully Disbursed,0,Award Declared (Sec 23),Approved,48,0.48,Contested / Encroached,Moderate,267,0.329,2025-09-08,2026-08-09,335,1,21.958861,85.096398,SRID=4326;POINT(85.096398 21.958861),True
